一括変更
                  モジュール名,    デバイス,             現在値,          表示形式,コメント
ｸﾞﾛｰﾊﾞﾙ,DM12065,49785,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12066,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12067,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12068,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12069,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12070,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12071,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12072,51952,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12073,47998,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12074,12914,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12075,50120,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12076,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12077,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12078,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12079,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12080,24574,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12081,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12082,53324,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12083,47990,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12084,50830,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12085,17289,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12086,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12087,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12088,24575,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12089,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12090,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12091,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12092,24575,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12093,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12094,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12095,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12096,40963,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12097,32235,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12098,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12099,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12100,0,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 間隔x L
ｸﾞﾛｰﾊﾞﾙ,DM12101,16384,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 間隔x H
ｸﾞﾛｰﾊﾞﾙ,DM12102,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12103,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12104,49280,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12105,17552,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12106,29921,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12107,16772,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12108,29921,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12109,49540,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12110,9511,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 位置x
ｸﾞﾛｰﾊﾞﾙ,DM12111,1,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 位置x 表示
ｸﾞﾛｰﾊﾞﾙ,DM12112,25895,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12113,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12114,42279,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12115,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12116,58662,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12117,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12118,59766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12119,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12120,61208,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12121,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12122,61338,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12123,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12124,57662,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12125,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12126,62101,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12127,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12128,62630,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12129,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12130,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12131,18212,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12132,47770,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12133,17227,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12134,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12135,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12136,24543,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12137,32765,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12138,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12139,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12140,40,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12141,4,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12142,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12143,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12144,21263,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12145,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12146,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12147,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12148,19619,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12149,32765,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12150,0,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 間隔y L
ｸﾞﾛｰﾊﾞﾙ,DM12151,16384,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 間隔y H
ｸﾞﾛｰﾊﾞﾙ,DM12152,17978,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12153,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12154,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12155,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12156,16336,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12157,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12158,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12159,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12160,10268,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 位置y
ｸﾞﾛｰﾊﾞﾙ,DM12161,32767,10進数16BIT,TP ﾏｯﾌﾟ 刻み線1 位置y 表示
ｸﾞﾛｰﾊﾞﾙ,DM12162,32113,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12163,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12164,53958,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12165,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12166,54905,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12167,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12168,63024,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12169,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12170,62385,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12171,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12172,59693,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12173,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12174,63952,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12175,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12176,19660,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12177,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12178,21844,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12179,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12180,40211,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12181,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12182,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12183,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12184,40622,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12185,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12186,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12187,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12188,39802,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12189,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12190,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12191,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12192,40213,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12193,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12194,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12195,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12196,40624,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12197,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12198,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12199,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12200,10558,10進数16BIT,TP 車体 表示座標x [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12201,49984,10進数16BIT,TP 車体 表示座標x [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12202,15699,10進数16BIT,TP 車体 表示座標y [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12203,16952,10進数16BIT,TP 車体 表示座標y [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12204,54549,10進数16BIT,TP 車体 表示角度 [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM12205,49756,10進数16BIT,TP 車体 表示角度 [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM12206,24575,10進数16BIT,TP 車体 ﾏｯﾌﾟ座標x
ｸﾞﾛｰﾊﾞﾙ,DM12207,32767,10進数16BIT,TP 車体 ﾏｯﾌﾟ座標y
ｸﾞﾛｰﾊﾞﾙ,DM12208,40625,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12209,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12210,0,10進数16BIT,TP 車体 ﾏｯﾌﾟ縮尺距離 L
ｸﾞﾛｰﾊﾞﾙ,DM12211,16256,10進数16BIT,TP 車体 ﾏｯﾌﾟ縮尺距離 H
ｸﾞﾛｰﾊﾞﾙ,DM12212,0,10進数16BIT,TP 車体 現在速度 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12213,0,10進数16BIT,TP 車体 現在速度 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12214,0,10進数16BIT,TP 車体 現在速度 [km/h] L
ｸﾞﾛｰﾊﾞﾙ,DM12215,0,10進数16BIT,TP 車体 現在速度 [km/h] H
ｸﾞﾛｰﾊﾞﾙ,DM12216,40214,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12217,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12218,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12219,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12220,0,10進数16BIT,TP 画僧速度 現在速度 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12221,0,10進数16BIT,TP 画僧速度 現在速度 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12222,0,10進数16BIT,TP 画僧速度 現在速度 最小値 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12223,0,10進数16BIT,TP 画僧速度 現在速度 最小値 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12224,0,10進数16BIT,TP 画僧速度 現在速度 最大値 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12225,0,10進数16BIT,TP 画僧速度 現在速度 最大値 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12226,0,10進数16BIT,TP 画僧速度 現在速度 [km/h] L
ｸﾞﾛｰﾊﾞﾙ,DM12227,0,10進数16BIT,TP 画僧速度 現在速度 [km/h] H
ｸﾞﾛｰﾊﾞﾙ,DM12228,0,10進数16BIT,TP 画僧速度 現在速度 [km/h] L
ｸﾞﾛｰﾊﾞﾙ,DM12229,0,10進数16BIT,TP 画僧速度 現在速度 [km/h] H
ｸﾞﾛｰﾊﾞﾙ,DM12230,0,10進数16BIT,TP 画僧速度 現在角速度 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12231,0,10進数16BIT,TP 画僧速度 現在角速度 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12232,0,10進数16BIT,TP 画僧速度 現在角速度 最小値 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12233,0,10進数16BIT,TP 画僧速度 現在角速度 最小値 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12234,0,10進数16BIT,TP 画僧速度 現在角速度 最大値 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12235,0,10進数16BIT,TP 画僧速度 現在角速度 最大値 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12236,76,10進数16BIT,TP 画僧速度 特徴点検出量
ｸﾞﾛｰﾊﾞﾙ,DM12237,32767,10進数16BIT,TP 画像速度 未通信 表示
ｸﾞﾛｰﾊﾞﾙ,DM12238,0,10進数16BIT,TP 画像速度 ｴﾗｰｺｰﾄﾞ 現在値 L
ｸﾞﾛｰﾊﾞﾙ,DM12239,0,10進数16BIT,TP 画像速度 ｴﾗｰｺｰﾄﾞ 現在値 H
ｸﾞﾛｰﾊﾞﾙ,DM12240,3,10進数16BIT,TP 画像速度 ｴﾗｰｺｰﾄﾞ 前回値 L
ｸﾞﾛｰﾊﾞﾙ,DM12241,0,10進数16BIT,TP 画像速度 ｴﾗｰｺｰﾄﾞ 前回値 H
ｸﾞﾛｰﾊﾞﾙ,DM12242,0,10進数16BIT,TP 画像速度 ｴﾗｰ回数 L
ｸﾞﾛｰﾊﾞﾙ,DM12243,0,10進数16BIT,TP 画像速度 ｴﾗｰ回数 H
ｸﾞﾛｰﾊﾞﾙ,DM12244,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12245,17096,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12246,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12247,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12248,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12249,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12250,17087,10進数16BIT,TP 画像速度 異常回数 L
ｸﾞﾛｰﾊﾞﾙ,DM12251,134,10進数16BIT,TP 画像速度 異常回数 H
ｸﾞﾛｰﾊﾞﾙ,DM12252,2025,10進数16BIT,TP 画像速度 最終異常 発生日時 年
ｸﾞﾛｰﾊﾞﾙ,DM12253,10,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12254,16,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12255,12,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12256,8,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12257,6,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12258,1,10進数16BIT,TP 画像速度 最終異常 発生なし表示
ｸﾞﾛｰﾊﾞﾙ,DM12259,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12260,41734,10進数16BIT,TP 画像速度 反映時誤差x [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12261,49437,10進数16BIT,TP 画像速度 反映時誤差x [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12262,20157,10進数16BIT,TP 画像速度 反映時誤差y [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12263,16606,10進数16BIT,TP 画像速度 反映時誤差y [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12264,24904,10進数16BIT,TP 画像速度 反映時誤差r [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM12265,47827,10進数16BIT,TP 画像速度 反映時誤差r [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM12266,0,10進数16BIT,TP 画像速度 反映時速度差 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12267,0,10進数16BIT,TP 画像速度 反映時速度差 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12268,0,10進数16BIT,TP 画像速度 反映時速度差 [km/h] L
ｸﾞﾛｰﾊﾞﾙ,DM12269,0,10進数16BIT,TP 画像速度 反映時速度差 [km/h] H
ｸﾞﾛｰﾊﾞﾙ,DM12270,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12271,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12272,4065,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12273,15044,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12274,64342,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12275,17173,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12276,41449,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12277,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12278,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12279,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12280,52429,10進数16BIT,TP 補正値 最大値 L
ｸﾞﾛｰﾊﾞﾙ,DM12281,16204,10進数16BIT,TP 補正値 最大値 H
ｸﾞﾛｰﾊﾞﾙ,DM12282,0,10進数16BIT,TP R補正値 L
ｸﾞﾛｰﾊﾞﾙ,DM12283,17104,10進数16BIT,TP R補正値 H
ｸﾞﾛｰﾊﾞﾙ,DM12284,0,10進数16BIT,TP Y補正値 L
ｸﾞﾛｰﾊﾞﾙ,DM12285,17088,10進数16BIT,TP Y補正値 H
ｸﾞﾛｰﾊﾞﾙ,DM12286,0,10進数16BIT,TP R補正 -
ｸﾞﾛｰﾊﾞﾙ,DM12287,65535,10進数16BIT,TP R補正 +
ｸﾞﾛｰﾊﾞﾙ,DM12288,65535,10進数16BIT,TP Y補正 -
ｸﾞﾛｰﾊﾞﾙ,DM12289,0,10進数16BIT,TP Y補正 +
ｸﾞﾛｰﾊﾞﾙ,DM12290,0,10進数16BIT,TP 車体 補正後速度 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM12291,0,10進数16BIT,TP 車体 補正後速度 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM12292,0,10進数16BIT,TP 車体 補正後速度R [rpm] L
ｸﾞﾛｰﾊﾞﾙ,DM12293,0,10進数16BIT,TP 車体 補正後速度R [rpm] H
ｸﾞﾛｰﾊﾞﾙ,DM12294,0,10進数16BIT,TP 車体 補正後速度L [rpm] L
ｸﾞﾛｰﾊﾞﾙ,DM12295,32768,10進数16BIT,TP 車体 補正後速度L [rpm] H
ｸﾞﾛｰﾊﾞﾙ,DM12296,41040,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12297,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12298,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12299,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12300,39730,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12301,26759,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12302,11150,10進数16BIT,TP fx 傾き L
ｸﾞﾛｰﾊﾞﾙ,DM12303,16646,10進数16BIT,TP fx 傾き H
ｸﾞﾛｰﾊﾞﾙ,DM12304,1799,10進数16BIT,TP fx 切片 L
ｸﾞﾛｰﾊﾞﾙ,DM12305,18906,10進数16BIT,TP fx 切片 H
ｸﾞﾛｰﾊﾞﾙ,DM12306,29921,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12307,16772,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12308,29921,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12309,49540,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12310,63270,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12311,17473,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12312,64333,10進数16BIT,TP fxR 傾き L
ｸﾞﾛｰﾊﾞﾙ,DM12313,16648,10進数16BIT,TP fxR 傾き H
ｸﾞﾛｰﾊﾞﾙ,DM12314,11569,10進数16BIT,TP fxR 切片 L
ｸﾞﾛｰﾊﾞﾙ,DM12315,18910,10進数16BIT,TP fxR 切片 H
ｸﾞﾛｰﾊﾞﾙ,DM12316,40634,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12317,32766,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12318,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12319,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12320,39730,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12321,38774,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12322,23502,10進数16BIT,TP fxL 傾き L
ｸﾞﾛｰﾊﾞﾙ,DM12323,16643,10進数16BIT,TP fxL 傾き H
ｸﾞﾛｰﾊﾞﾙ,DM12324,57564,10進数16BIT,TP fxL 切片 L
ｸﾞﾛｰﾊﾞﾙ,DM12325,18901,10進数16BIT,TP fxL 切片 H
ｸﾞﾛｰﾊﾞﾙ,DM12326,29921,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12327,16772,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12328,29921,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12329,16772,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12330,65029,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12331,17473,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12332,63322,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12333,17316,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12334,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12335,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12336,56450,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12337,30642,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12338,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12339,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12340,27544,10進数16BIT,TP ｶﾒﾗ1 ﾏｯﾌﾟ座標x
ｸﾞﾛｰﾊﾞﾙ,DM12341,20754,10進数16BIT,TP ｶﾒﾗ1 ﾏｯﾌﾟ座標y
ｸﾞﾛｰﾊﾞﾙ,DM12342,41,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12343,40,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12344,49280,10進数16BIT,ｶﾒﾗR直線距離 [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12345,17552,10進数16BIT,ｶﾒﾗR直線距離 [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12346,29921,10進数16BIT,ｶﾒﾗR取付角度 [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM12347,16772,10進数16BIT,ｶﾒﾗR取付角度 [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM12348,29921,10進数16BIT,ｶﾒﾗR角度 [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM12349,49540,10進数16BIT,ｶﾒﾗR角度 [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM12350,19887,10進数16BIT,ｶﾒﾗR現在位置x [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12351,51259,10進数16BIT,ｶﾒﾗR現在位置x [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12352,40967,10進数16BIT,ｶﾒﾗR現在位置y [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12353,18223,10進数16BIT,ｶﾒﾗR現在位置y [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12354,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12355,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12356,35087,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12357,30641,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12358,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12359,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12360,31984,10進数16BIT,TP ｶﾒﾗ2 ﾏｯﾌﾟ座標x
ｸﾞﾛｰﾊﾞﾙ,DM12361,24867,10進数16BIT,TP ｶﾒﾗ2 ﾏｯﾌﾟ座標y
ｸﾞﾛｰﾊﾞﾙ,DM12362,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12363,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12364,49280,10進数16BIT,ｶﾒﾗL直線距離 [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12365,17552,10進数16BIT,ｶﾒﾗL直線距離 [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12366,29921,10進数16BIT,ｶﾒﾗL取付角度 [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM12367,16772,10進数16BIT,ｶﾒﾗL取付角度 [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM12368,29921,10進数16BIT,ｶﾒﾗL角度 [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM12369,16772,10進数16BIT,ｶﾒﾗL角度 [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM12370,50734,10進数16BIT,ｶﾒﾗL現在位置x [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12371,51258,10進数16BIT,ｶﾒﾗL現在位置x [mm] H
