"採用 左"
"DATA No","DATE","TIME","採用情報 左 撮像回数","採用情報 左 株番号","採用情報 左 撮像数","採用情報 左 処理時間[s]","採用情報 左 判定値","採用情報 左 スコア","採用情報 左 サイズＸ[mm]","採用情報 左 サイズＹ[mm]","採用情報 左 縦横比","採用情報 左 中心Ｘ[mm]","採用情報 左 中心Ｙ[mm]","採用情報 左 分解能","採用情報 左 積算位置[mm]","採用情報 左 車体昇降[mm]","採用情報 左 外葉押え[mm]","採用情報 左 スコア閾値","採用情報 左 サイズ閾値(小)[mm]","採用情報 左 サイズ閾値(大)[mm]","採用情報 左 縦横比閾値"
33,2025/12/17,11:54:56,2328,35,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.746800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,11:54:59,2335,36,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.739700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,11:55:01,2339,37,4,1.120000E+02,4,400,6.143000E+03,4.540000E+03,1.300000E+01,6.193100E+04,2.871300E+04,3.338800E+04,2.888700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,11:55:04,2347,38,5,1.100000E+02,4,310,6.544000E+03,4.307000E+03,1.500000E+01,6.196400E+04,2.864600E+04,3.338800E+04,6.268200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,11:55:06,2356,39,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.952000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,11:55:09,2361,40,5,1.190000E+02,6,989,8.814000E+03,7.612000E+03,1.100000E+01,1.669000E+03,3.205000E+03,3.338800E+04,3.254500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,11:55:11,2370,41,7,1.080000E+02,5,924,1.188600E+04,6.143000E+03,1.900000E+01,1.936000E+03,3.709000E+04,3.338800E+04,3.850100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,11:55:14,2377,42,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.900000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.137500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,11:55:16,2383,43,6,1.120000E+02,1,990,9.315000E+03,1.118400E+04,1.200000E+01,4.407000E+03,1.014900E+04,3.338800E+04,1.921000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,11:55:19,2391,44,8,1.110000E+02,3,1000,8.146000E+03,1.105100E+04,1.300000E+01,4.039000E+03,4.400100E+04,3.338800E+04,5.986000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,11:55:21,2393,45,2,1.020000E+02,3,511,1.148500E+04,8.180000E+03,1.400000E+01,3.973000E+03,3.722300E+04,3.338800E+04,6.864000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,11:55:24,2406,46,7,1.050000E+02,4,651,6.844000E+03,6.210000E+03,1.100000E+01,6.139600E+04,1.118400E+04,3.338800E+04,3.100900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,11:55:26,2410,47,4,1.090000E+02,6,990,7.478000E+03,9.148000E+03,1.200000E+01,6.199700E+04,5.869200E+04,3.338800E+04,3.135300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,11:55:29,2420,48,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.432500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:55:31,2426,49,6,1.130000E+02,6,973,9.782000E+03,1.014900E+04,1.000000E+01,1.035000E+03,6.086200E+04,3.338800E+04,3.548800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:55:34,2434,50,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,9.329000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:55:36,2441,51,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.922000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:55:39,2448,52,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.539000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,11:55:41,2455,53,7,1.150000E+02,6,980,7.612000E+03,8.513000E+03,1.100000E+01,1.135000E+03,4.607000E+03,3.338800E+04,3.800200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,11:55:44,2461,54,6,1.020000E+02,6,935,6.844000E+03,7.412000E+03,1.000000E+01,1.135000E+03,4.760700E+04,3.338800E+04,4.126700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,11:55:46,2469,55,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.752600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,11:55:49,2477,56,8,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.089600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,11:55:51,2484,57,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.236300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,11:55:54,2491,58,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.212000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,11:55:56,2496,59,5,1.150000E+02,1,999,1.248700E+04,1.265400E+04,1.000000E+01,7.412000E+03,6.330000E+04,3.338800E+04,6.583000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,11:55:59,2504,60,8,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.968100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,11:56:01,2511,61,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.110600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,11:56:04,2517,62,6,1.150000E+02,4,350,1.061700E+04,8.480000E+03,1.200000E+01,2.370000E+03,7.670000E+02,3.338800E+04,3.777200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,11:56:06,2525,63,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.243000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,11:56:09,2532,64,7,1.020000E+02,6,911,5.375000E+03,5.074000E+03,1.000000E+01,4.670000E+02,6.019400E+04,3.338800E+04,3.097400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,11:56:11,2539,65,7,1.190000E+02,6,891,7.412000E+03,7.912000E+03,1.000000E+01,6.049500E+04,6.082900E+04,3.338800E+04,6.162200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,11:56:14,2545,66,6,1.170000E+02,6,828,9.816000E+03,8.814000E+03,1.100000E+01,6.176400E+04,3.929400E+04,3.338800E+04,6.250000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,11:56:16,2553,67,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.072000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,11:56:19,2560,68,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.523300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,11:56:21,2567,69,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.518300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,11:56:24,2574,70,7,9.700000E+01,6,802,7.345000E+03,6.677000E+03,1.100000E+01,1.101000E+03,6.520300E+04,3.338800E+04,1.918200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,11:56:26,2576,71,2,1.010000E+02,6,942,9.248000E+03,1.021600E+04,1.100000E+01,1.769000E+03,5.648800E+04,3.338800E+04,2.106400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,11:56:29,2583,72,2,1.050000E+02,4,485,7.311000E+03,6.110000E+03,1.100000E+01,6.453500E+04,5.688900E+04,3.338800E+04,5.145300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,11:56:31,2595,73,7,1.050000E+02,6,999,8.947000E+03,9.348000E+03,1.000000E+01,6.430100E+04,5.241000E+03,3.338800E+04,4.898100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,11:56:34,2601,74,6,1.100000E+02,1,994,1.485700E+04,1.519100E+04,1.000000E+01,8.113000E+03,1.218600E+04,3.338800E+04,1.641700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,11:56:36,2609,75,8,1.140000E+02,3,965,1.051700E+04,1.282000E+04,1.200000E+01,8.146000E+03,4.567100E+04,3.338800E+04,1.989900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,11:56:39,2614,76,5,1.090000E+02,4,326,6.176000E+03,5.709000E+03,1.000000E+01,6.273200E+04,6.179700E+04,3.338800E+04,5.504400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,11:56:41,2625,77,8,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.533100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,11:56:44,2630,78,5,1.170000E+02,6,999,1.038300E+04,8.747000E+03,1.100000E+01,6.503600E+04,2.070000E+03,3.338800E+04,5.657700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,11:56:46,2639,79,7,1.150000E+02,6,998,8.280000E+03,8.480000E+03,1.000000E+01,6.326600E+04,6.376700E+04,3.338800E+04,2.584200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,11:56:49,2640,80,1,1.020000E+02,4,557,7.779000E+03,5.742000E+03,1.300000E+01,6.326600E+04,5.638800E+04,3.338800E+04,2.519600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,11:56:51,2652,81,6,1.120000E+02,6,889,6.978000E+03,8.046000E+03,1.100000E+01,5.819100E+04,8.380000E+03,3.338800E+04,2.648400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,11:56:54,2660,82,7,1.000000E+02,6,991,1.011600E+04,1.038300E+04,1.000000E+01,5.799100E+04,9.248000E+03,3.338800E+04,6.083200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,11:56:56,2661,83,1,1.030000E+02,1,998,1.045000E+04,1.151800E+04,1.100000E+01,5.802400E+04,3.372000E+03,3.338800E+04,6.167400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,11:56:59,2664,84,3,1.200000E+02,3,825,1.222000E+04,6.877000E+03,1.700000E+01,5.835800E+04,3.742400E+04,3.338800E+04,1.437000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,11:57:01,2669,85,1,1.020000E+02,6,805,5.074000E+03,5.208000E+03,1.000000E+01,6.066200E+04,1.111800E+04,3.338800E+04,6.430700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,11:57:04,2682,86,7,1.010000E+02,6,888,8.146000E+03,8.413000E+03,1.000000E+01,6.206400E+04,3.670000E+02,3.338800E+04,4.132300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,11:57:06,2688,87,6,1.060000E+02,6,825,7.445000E+03,9.181000E+03,1.200000E+01,6.203100E+04,4.450200E+04,3.338800E+04,4.597500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,11:57:09,2696,88,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.521500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,11:57:11,2703,89,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.522700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,11:57:14,2710,90,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.971700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,11:57:16,2717,91,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.950100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,11:57:19,2724,92,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.347200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,11:57:21,2731,93,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.434700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,11:57:24,2738,94,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.871700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,11:57:26,2745,95,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.875000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
