"採用 左"
"DATA No","DATE","TIME","採用情報 左 撮像回数","採用情報 左 株番号","採用情報 左 撮像数","採用情報 左 処理時間[s]","採用情報 左 判定値","採用情報 左 スコア","採用情報 左 サイズＸ[mm]","採用情報 左 サイズＹ[mm]","採用情報 左 縦横比","採用情報 左 中心Ｘ[mm]","採用情報 左 中心Ｙ[mm]","採用情報 左 分解能","採用情報 左 積算位置[mm]","採用情報 左 車体昇降[mm]","採用情報 左 外葉押え[mm]","採用情報 左 スコア閾値","採用情報 左 サイズ閾値(小)[mm]","採用情報 左 サイズ閾値(大)[mm]","採用情報 左 縦横比閾値"
30,2025/12/17,11:33:11,760,32,5,1.060000E+02,5,816,1.569200E+04,9.548000E+03,1.600000E+01,5.418500E+04,3.795800E+04,3.338800E+04,2.370000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:33:14,769,33,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.334000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:33:16,776,34,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.324600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:33:19,783,35,7,1.030000E+02,4,507,8.714000E+03,8.146000E+03,1.000000E+01,5.742000E+03,1.749500E+04,3.338800E+04,3.490300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,11:33:21,790,36,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.744400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,11:33:24,797,37,7,1.120000E+02,5,815,7.211000E+03,9.548000E+03,1.300000E+01,5.675000E+03,6.460200E+04,3.338800E+04,1.107100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,11:33:26,802,38,5,1.060000E+02,6,878,9.649000E+03,9.148000E+03,1.000000E+01,5.241000E+03,4.517000E+04,3.338800E+04,1.399400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,11:33:29,811,39,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.409000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,11:33:31,818,40,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.661100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,11:33:34,823,41,5,1.090000E+02,1,920,9.983000E+03,1.201900E+04,1.200000E+01,3.639000E+03,3.472000E+03,3.338800E+04,6.226100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,11:33:36,827,42,4,1.040000E+02,3,746,1.091700E+04,1.038300E+04,1.000000E+01,3.772000E+03,4.737300E+04,3.338800E+04,6.469700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,11:33:39,837,43,6,1.020000E+02,6,956,9.615000E+03,9.983000E+03,1.000000E+01,7.345000E+03,5.124600E+04,3.338800E+04,4.160300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,11:33:41,846,44,7,9.800000E+01,6,979,8.447000E+03,9.782000E+03,1.100000E+01,3.572000E+03,5.358400E+04,3.338800E+04,1.315600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,11:33:44,851,45,5,1.000000E+02,1,972,1.215300E+04,1.332100E+04,1.000000E+01,2.804000E+03,9.010000E+02,3.338800E+04,4.808900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,11:33:46,854,46,3,1.170000E+02,3,631,1.191900E+04,1.014900E+04,1.100000E+01,2.570000E+03,4.523700E+04,3.338800E+04,4.887500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,11:33:49,866,47,7,1.050000E+02,5,845,1.075000E+04,7.245000E+03,1.400000E+01,6.440100E+04,5.442000E+03,3.338800E+04,5.541100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,11:33:51,872,48,6,1.100000E+02,6,972,9.148000E+03,1.071700E+04,1.100000E+01,6.313300E+04,4.603800E+04,3.338800E+04,5.647600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:33:54,880,49,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.423900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:33:56,887,50,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.762000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:33:59,893,51,6,1.030000E+02,4,393,4.307000E+03,8.046000E+03,1.800000E+01,4.173000E+03,1.325500E+04,3.338800E+04,4.816700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:34:01,901,52,7,1.080000E+02,6,995,8.213000E+03,9.682000E+03,1.100000E+01,2.938000E+03,4.870900E+04,3.338800E+04,5.190400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,11:34:04,902,53,1,1.010000E+02,9,863,9.582000E+03,1.118400E+04,1.100000E+01,2.871000E+03,4.400100E+04,3.338800E+04,5.389100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,11:34:06,915,54,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.302400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,11:34:09,922,55,7,1.040000E+02,6,800,1.031600E+04,9.048000E+03,1.100000E+01,8.680000E+02,9.081000E+03,3.338800E+04,3.660600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,11:34:11,923,56,1,1.030000E+02,1,998,1.121800E+04,1.101800E+04,1.000000E+01,1.268000E+03,2.070000E+03,3.338800E+04,3.636300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,11:34:14,926,57,3,1.240000E+02,1,958,1.031600E+04,1.131800E+04,1.000000E+01,3.839000E+03,4.674000E+03,3.338800E+04,1.128000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,11:34:16,933,58,7,1.170000E+02,6,997,1.051700E+04,1.098400E+04,1.000000E+01,2.671000E+03,3.272000E+03,3.338800E+04,5.561900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,11:34:19,935,59,2,1.070000E+02,6,993,9.649000E+03,8.947000E+03,1.000000E+01,2.070000E+03,5.905900E+04,3.338800E+04,5.643100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,11:34:21,947,60,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.663200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,11:34:24,948,61,1,1.030000E+02,1,999,1.031600E+04,1.121800E+04,1.000000E+01,3.973000E+03,8.680000E+03,3.338800E+04,6.212700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,11:34:26,951,62,3,1.220000E+02,1,974,9.816000E+03,1.185200E+04,1.200000E+01,3.372000E+03,1.018300E+04,3.338800E+04,3.479100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,11:34:29,957,63,6,1.270000E+02,6,833,8.413000E+03,9.782000E+03,1.100000E+01,7.278000E+03,5.655500E+04,3.338800E+04,5.834700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,11:34:31,965,64,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.550000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,11:34:34,972,65,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.548600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,11:34:36,979,66,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.975900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,11:34:39,986,67,7,1.050000E+02,6,994,9.482000E+03,1.061700E+04,1.100000E+01,6.410000E+03,4.000000E+02,3.338800E+04,6.012500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,11:34:41,988,68,2,1.130000E+02,6,997,9.548000E+03,9.582000E+03,1.000000E+01,6.410000E+03,5.532000E+04,3.338800E+04,6.110000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,11:34:44,1000,69,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.493100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,11:34:46,1004,70,4,1.060000E+02,4,332,6.410000E+03,3.873000E+03,1.600000E+01,6.186400E+04,2.864600E+04,3.338800E+04,3.638900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,11:34:49,1012,71,5,1.140000E+02,1,995,1.181900E+04,1.088400E+04,1.000000E+01,5.008000E+03,6.577000E+03,3.338800E+04,4.801800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,11:34:51,1020,72,8,1.120000E+02,3,1000,1.151800E+04,9.782000E+03,1.100000E+01,4.941000E+03,3.926000E+04,3.338800E+04,5.444000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,11:34:54,1021,73,1,1.160000E+02,3,954,1.155200E+04,7.445000E+03,1.500000E+01,5.141000E+03,3.709000E+04,3.338800E+04,5.609900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,11:34:56,1035,74,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.558000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,11:34:59,1042,75,7,1.090000E+02,8,983,1.255300E+04,1.388900E+04,1.100000E+01,1.245300E+04,1.308800E+04,3.338800E+04,5.137700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,11:35:01,1049,76,7,9.900000E+01,8,937,8.814000E+03,1.145200E+04,1.200000E+01,1.181900E+04,5.264900E+04,3.338800E+04,5.531800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,11:35:04,1056,77,7,1.140000E+02,1,1000,1.068400E+04,1.238600E+04,1.100000E+01,9.916000E+03,1.308800E+04,3.338800E+04,4.574200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,11:35:06,1064,78,8,1.070000E+02,3,1000,1.071700E+04,1.252000E+04,1.100000E+01,9.816000E+03,5.091300E+04,3.338800E+04,5.007400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,11:35:09,1067,79,3,1.170000E+02,3,589,1.312100E+04,9.983000E+03,1.300000E+01,9.816000E+03,4.029500E+04,3.338800E+04,5.110600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,11:35:11,1079,80,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.696600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,11:35:14,1086,81,7,1.080000E+02,4,375,9.816000E+03,2.403000E+03,4.000000E+01,5.398400E+04,3.061600E+04,3.338800E+04,5.181900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,11:35:16,1093,82,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,4.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.116500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,11:35:19,1100,83,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,4.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.564100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,11:35:21,1107,84,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,4.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.538800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,11:35:24,1114,85,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,4.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.070300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,11:35:26,1120,86,6,1.150000E+02,4,410,1.088400E+04,8.647000E+03,1.200000E+01,5.258200E+04,4.189800E+04,3.338800E+04,1.309400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,11:35:29,1128,87,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.879000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,11:35:31,1135,88,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.496400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,11:35:34,1142,89,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.446100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,11:35:36,1149,90,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.976500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,11:35:39,1156,91,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.973900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,11:35:41,1163,92,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.350900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,11:35:44,1170,93,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.406100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,11:35:46,1177,94,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.824800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,11:35:49,1184,95,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.817600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
94,2025/12/17,11:35:51,1191,96,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.245600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
95,2025/12/17,11:35:54,1198,97,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.226800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
96,2025/12/17,11:35:56,1205,98,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.562000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
