"採用 右"
"DATA No","DATE","TIME","採用情報 右 撮像回数","採用情報 右 株番号","採用情報 右 撮像数","採用情報 右 処理時間[s]","採用情報 右 判定値","採用情報 右 スコア","採用情報 右 サイズＸ[mm]","採用情報 右 サイズＹ[mm]","採用情報 右 縦横比","採用情報 右 中心Ｘ[mm]","採用情報 右 中心Ｙ[mm]","採用情報 右 分解能","採用情報 右 積算位置[mm]","採用情報 右 車体昇降[mm]","採用情報 右 外葉押え[mm]","採用情報 右 スコア閾値","採用情報 右 サイズ閾値(小)[mm]","採用情報 右 サイズ閾値(大)[mm]","採用情報 右 縦横比閾値"
25,2025/12/17,11:32:59,698,27,6,1.060000E+02,1,833,1.131800E+04,9.983000E+03,1.100000E+01,6.012800E+04,1.592600E+04,3.338800E+04,5.149600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,11:33:01,699,28,1,1.140000E+02,1,956,1.091700E+04,1.158500E+04,1.000000E+01,5.909300E+04,5.575000E+03,3.338800E+04,4.989000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,11:33:04,706,29,7,1.100000E+02,6,996,6.944000E+03,7.579000E+03,1.000000E+01,6.380000E+04,5.695600E+04,3.338800E+04,2.531600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,11:33:06,713,30,7,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.357200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,11:33:09,721,31,8,1.050000E+02,4,749,5.943000E+03,7.612000E+03,1.200000E+01,6.370000E+04,1.175200E+04,3.338800E+04,4.313600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,11:33:11,728,32,7,1.050000E+02,6,883,7.512000E+03,9.382000E+03,1.200000E+01,6.456800E+04,5.438500E+04,3.338800E+04,4.710200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:33:14,729,33,1,1.040000E+02,4,658,8.580000E+03,8.614000E+03,1.000000E+01,6.346600E+04,4.757400E+04,3.338800E+04,4.699700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:33:16,741,34,6,1.120000E+02,1,996,1.025000E+04,1.165200E+04,1.100000E+01,4.473000E+03,8.380000E+03,3.338800E+04,5.781900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:33:19,743,35,2,1.170000E+02,1,915,1.001600E+04,1.201900E+04,1.100000E+01,3.939000E+03,6.403400E+04,3.338800E+04,6.041800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,11:33:21,750,36,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.767300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,11:33:24,754,37,4,1.140000E+02,1,999,1.108400E+04,1.028300E+04,1.000000E+01,2.000000E+02,3.138000E+03,3.338800E+04,3.299000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,11:33:26,761,38,7,1.090000E+02,1,999,1.191900E+04,1.211900E+04,1.000000E+01,6.316600E+04,6.436800E+04,3.338800E+04,3.982600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,11:33:29,769,39,8,1.120000E+02,4,737,6.811000E+03,7.211000E+03,1.000000E+01,6.463500E+04,5.342000E+03,3.338800E+04,1.394500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,11:33:31,770,40,1,1.010000E+02,6,831,6.009000E+03,6.978000E+03,1.100000E+01,6.506900E+04,2.904000E+03,3.338800E+04,1.530000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,11:33:34,784,41,7,1.050000E+02,6,998,1.008300E+04,1.085100E+04,1.000000E+01,6.039500E+04,5.278200E+04,3.338800E+04,5.329200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,11:33:36,785,42,1,1.120000E+02,6,965,7.979000E+03,9.181000E+03,1.100000E+01,6.039500E+04,4.540400E+04,3.338800E+04,5.357200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,11:33:39,798,43,7,1.130000E+02,6,961,7.245000E+03,8.079000E+03,1.100000E+01,6.520300E+04,8.180000E+03,3.338800E+04,3.541000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,11:33:41,805,44,7,1.020000E+02,6,811,8.513000E+03,7.946000E+03,1.000000E+01,6.516900E+04,4.864200E+04,3.338800E+04,8.274000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,11:33:44,812,45,7,1.150000E+02,6,957,9.715000E+03,8.847000E+03,1.000000E+01,2.370000E+03,6.223100E+04,3.338800E+04,5.178100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,11:33:46,813,46,1,1.160000E+02,1,976,1.008300E+04,1.108400E+04,1.000000E+01,2.136000E+03,5.542000E+04,3.338800E+04,5.165200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,11:33:49,814,47,1,1.230000E+02,1,999,1.188600E+04,1.155200E+04,1.000000E+01,6.293200E+04,5.996100E+04,3.338800E+04,2.002200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,11:33:51,815,48,1,1.220000E+02,6,861,8.447000E+03,7.679000E+03,1.100000E+01,6.209800E+04,3.705700E+04,3.338800E+04,2.697300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:33:54,828,49,7,1.090000E+02,6,968,8.947000E+03,9.281000E+03,1.000000E+01,6.496900E+04,6.289900E+04,3.338800E+04,4.123100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:33:56,834,50,6,1.140000E+02,6,801,9.415000E+03,7.345000E+03,1.200000E+01,9.010000E+02,6.243000E+03,3.338800E+04,1.150400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:33:59,837,51,2,1.110000E+02,4,694,6.143000E+03,6.944000E+03,1.100000E+01,6.500200E+04,5.922600E+04,3.338800E+04,1.357900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:34:01,848,52,6,1.030000E+02,6,975,6.009000E+03,5.876000E+03,1.000000E+01,5.642000E+03,5.448500E+04,3.338800E+04,5.392100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,11:34:04,856,53,7,1.080000E+02,6,976,1.038300E+04,8.714000E+03,1.100000E+01,4.908000E+03,6.049500E+04,3.338800E+04,2.806700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,11:34:06,862,54,6,1.100000E+02,6,992,8.347000E+03,1.041700E+04,1.200000E+01,5.338300E+04,6.330000E+04,3.338800E+04,5.688700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,11:34:09,866,55,3,1.160000E+02,8,885,1.088400E+04,1.141800E+04,1.000000E+01,5.408400E+04,4.710600E+04,3.338800E+04,5.992900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,11:34:11,877,56,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.847300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,11:34:14,884,57,7,1.020000E+02,6,991,8.013000E+03,7.946000E+03,1.000000E+01,6.540300E+04,6.012800E+04,3.338800E+04,1.739600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,11:34:16,891,58,7,1.050000E+02,6,971,7.746000E+03,7.912000E+03,1.000000E+01,1.268000E+03,9.680000E+02,3.338800E+04,5.359000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,11:34:19,898,59,7,1.110000E+02,6,999,9.181000E+03,8.380000E+03,1.000000E+01,5.722300E+04,7.612000E+03,3.338800E+04,2.443600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,11:34:21,905,60,7,1.020000E+02,6,900,8.146000E+03,8.747000E+03,1.000000E+01,5.725600E+04,4.720600E+04,3.338800E+04,2.799100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,11:34:24,909,61,4,1.090000E+02,4,627,1.372200E+04,1.065000E+04,1.200000E+01,5.879200E+04,9.081000E+03,3.338800E+04,9.005000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,11:34:26,919,62,7,1.080000E+02,4,329,5.475000E+03,6.110000E+03,1.100000E+01,9.010000E+02,3.205000E+03,3.338800E+04,4.435200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,11:34:29,920,63,1,1.080000E+02,4,715,6.110000E+03,6.443000E+03,1.000000E+01,7.010000E+02,6.253200E+04,3.338800E+04,4.488600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,11:34:31,930,64,4,1.030000E+02,4,720,5.041000E+03,9.014000E+03,1.700000E+01,6.670000E+02,6.206400E+04,3.338800E+04,2.035300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,11:34:34,940,65,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.110000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,11:34:36,946,66,6,1.130000E+02,6,962,8.146000E+03,7.979000E+03,1.000000E+01,6.526900E+04,4.039000E+03,3.338800E+04,3.018800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,11:34:39,954,67,7,1.060000E+02,4,617,5.375000E+03,6.644000E+03,1.200000E+01,2.504000E+03,8.747000E+03,3.338800E+04,3.187000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,11:34:41,959,68,5,1.080000E+02,6,980,7.311000E+03,9.114000E+03,1.200000E+01,3.539000E+03,5.545300E+04,3.338800E+04,6.474000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,11:34:44,968,69,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.491900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,11:34:46,975,70,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.908400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,11:34:49,982,71,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.902600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,11:34:51,989,72,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.339200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,11:34:54,996,73,7,1.140000E+02,8,995,8.847000E+03,1.135100E+04,1.200000E+01,1.011600E+04,5.121300E+04,3.338800E+04,2.908000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,11:34:56,997,74,1,1.040000E+02,8,949,1.014900E+04,1.135100E+04,1.100000E+01,1.031600E+04,4.620500E+04,3.338800E+04,3.080500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,11:34:59,1010,75,7,1.120000E+02,1,1000,1.048300E+04,1.135100E+04,1.000000E+01,4.841000E+03,1.045000E+04,3.338800E+04,4.887100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,11:35:01,1013,76,3,1.170000E+02,1,989,1.028300E+04,1.235300E+04,1.200000E+01,4.507000E+03,6.533600E+04,3.338800E+04,5.110900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,11:35:04,1016,77,3,1.320000E+02,4,420,1.549200E+04,9.448000E+03,1.600000E+01,6.744000E+03,3.946000E+04,3.338800E+04,5.591700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,11:35:06,1028,78,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.269100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,11:35:09,1035,79,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.714400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,11:35:11,1042,80,7,1.070000E+02,6,934,9.515000E+03,8.246000E+03,1.100000E+01,2.537000E+03,5.047900E+04,3.338800E+04,4.175200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,11:35:14,1049,81,7,1.090000E+02,6,973,8.313000E+03,8.947000E+03,1.000000E+01,6.316600E+04,4.931000E+04,3.338800E+04,5.109000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,11:35:16,1051,82,2,1.090000E+02,1,994,1.188600E+04,1.308800E+04,1.100000E+01,6.109600E+04,1.061700E+04,3.338800E+04,4.249700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,11:35:19,1053,83,2,1.270000E+02,1,975,1.081700E+04,1.338800E+04,1.200000E+01,5.992700E+04,4.974400E+04,3.338800E+04,4.481500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,11:35:21,1060,84,7,9.700000E+01,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.580900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,11:35:24,1067,85,7,1.110000E+02,6,872,8.747000E+03,7.746000E+03,1.100000E+01,3.873000E+03,2.093400E+04,3.338800E+04,3.084500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,11:35:26,1074,86,7,1.090000E+02,6,995,7.311000E+03,8.013000E+03,1.000000E+01,4.307000E+03,6.173000E+04,3.338800E+04,3.694700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,11:35:29,1080,87,6,1.100000E+02,6,951,6.877000E+03,8.680000E+03,1.200000E+01,4.006000E+03,4.119700E+04,3.338800E+04,4.231000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,11:35:31,1088,88,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.502400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,11:35:34,1095,89,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.491600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,11:35:36,1102,90,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.908100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,11:35:39,1109,91,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.984700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,11:35:41,1116,92,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.389300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,11:35:44,1123,93,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.400100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,11:35:46,1130,94,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.817600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,11:35:49,1137,95,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.816400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
94,2025/12/17,11:35:51,1145,96,8,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.592600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
95,2025/12/17,11:35:54,1152,97,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.280800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
96,2025/12/17,11:35:56,1159,98,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.841000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
