"採用 右"
"DATA No","DATE","TIME","採用情報 右 撮像回数","採用情報 右 株番号","採用情報 右 撮像数","採用情報 右 処理時間[s]","採用情報 右 判定値","採用情報 右 スコア","採用情報 右 サイズＸ[mm]","採用情報 右 サイズＹ[mm]","採用情報 右 縦横比","採用情報 右 中心Ｘ[mm]","採用情報 右 中心Ｙ[mm]","採用情報 右 分解能","採用情報 右 積算位置[mm]","採用情報 右 車体昇降[mm]","採用情報 右 外葉押え[mm]","採用情報 右 スコア閾値","採用情報 右 サイズ閾値(小)[mm]","採用情報 右 サイズ閾値(大)[mm]","採用情報 右 縦横比閾値"
27,2025/12/17,11:19:51,394,29,4,1.090000E+02,1,998,1.021600E+04,1.128500E+04,1.100000E+01,6.079500E+04,5.979400E+04,3.338800E+04,1.634500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,11:19:54,396,30,2,1.200000E+02,9,957,1.151800E+04,1.168500E+04,1.000000E+01,6.119600E+04,4.146400E+04,3.338800E+04,1.946000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,11:19:56,409,31,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.840700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,11:19:59,416,32,7,1.130000E+02,6,1000,9.215000E+03,9.515000E+03,1.000000E+01,6.289900E+04,1.782900E+04,3.338800E+04,1.051000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:20:01,423,33,7,1.130000E+02,6,991,1.014900E+04,9.114000E+03,1.100000E+01,6.296600E+04,5.712300E+04,3.338800E+04,1.485700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:20:04,429,34,6,1.170000E+02,4,316,7.946000E+03,1.696100E+04,2.100000E+01,1.642600E+04,9.415000E+03,3.338800E+04,5.866400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:20:06,437,35,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,2.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.736000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,11:20:09,444,36,7,1.050000E+02,1,993,1.155200E+04,1.115100E+04,1.000000E+01,5.795700E+04,1.669000E+03,3.338800E+04,4.883800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,11:20:11,448,37,4,9.900000E+01,1,999,1.098400E+04,1.118400E+04,1.000000E+01,5.805800E+04,5.107900E+04,3.338800E+04,5.056800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,11:20:14,449,38,1,1.310000E+02,5,863,9.682000E+03,6.811000E+03,1.400000E+01,5.765700E+04,3.665600E+04,3.338800E+04,5.457600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,11:20:16,462,39,7,1.010000E+02,1,1000,1.455700E+04,1.445700E+04,1.000000E+01,6.433500E+04,1.589200E+04,3.338800E+04,2.233600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,11:20:19,465,40,3,1.080000E+02,1,995,1.375500E+04,1.415600E+04,1.000000E+01,6.416800E+04,4.974000E+03,3.338800E+04,2.413800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,11:20:21,466,41,1,1.240000E+02,1,998,1.338800E+04,1.211900E+04,1.100000E+01,6.276500E+04,1.218600E+04,3.338800E+04,5.344100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,11:20:24,467,42,1,1.300000E+02,1,994,1.205300E+04,1.025000E+04,1.100000E+01,6.330000E+04,5.047900E+04,3.338800E+04,5.716900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,11:20:26,473,43,6,1.360000E+02,6,942,7.145000E+03,8.747000E+03,1.200000E+01,4.961000E+04,5.218100E+04,3.338800E+04,4.403800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,11:20:29,475,44,1,1.040000E+02,6,833,8.246000E+03,1.031600E+04,1.200000E+01,5.051200E+04,4.436900E+04,3.338800E+04,4.678400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,11:20:31,488,45,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.538500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,11:20:34,495,46,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.935700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,11:20:36,502,47,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.987200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,11:20:39,509,48,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.435100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:20:41,516,49,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.432200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:20:44,523,50,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.212000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:20:46,530,51,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.900400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:20:49,537,52,7,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.492000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
