"採用 右"
"DATA No","DATE","TIME","採用情報 右 撮像回数","採用情報 右 株番号","採用情報 右 撮像数","採用情報 右 処理時間[s]","採用情報 右 判定値","採用情報 右 スコア","採用情報 右 サイズＸ[mm]","採用情報 右 サイズＹ[mm]","採用情報 右 縦横比","採用情報 右 中心Ｘ[mm]","採用情報 右 中心Ｙ[mm]","採用情報 右 分解能","採用情報 右 積算位置[mm]","採用情報 右 車体昇降[mm]","採用情報 右 外葉押え[mm]","採用情報 右 スコア閾値","採用情報 右 サイズ閾値(小)[mm]","採用情報 右 サイズ閾値(大)[mm]","採用情報 右 縦横比閾値"
10,2025/12/17,11:16:21,77,12,5,1.030000E+02,6,937,6.911000E+03,6.443000E+03,1.000000E+01,6.269900E+04,5.208100E+04,3.338800E+04,2.742100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
11,2025/12/17,11:16:23,86,13,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.262300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
12,2025/12/17,11:16:26,93,14,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.261100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
13,2025/12/17,11:16:28,100,15,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.909000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
14,2025/12/17,11:16:31,107,16,7,1.050000E+02,6,999,7.812000E+03,8.213000E+03,1.000000E+01,2.330000E+02,1.141800E+04,3.338800E+04,4.795600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
15,2025/12/17,11:16:33,109,17,2,9.900000E+01,6,995,8.914000E+03,8.180000E+03,1.000000E+01,2.000000E+02,2.103000E+03,3.338800E+04,5.017200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
16,2025/12/17,11:16:36,118,18,4,1.090000E+02,6,954,6.410000E+03,4.941000E+03,1.200000E+01,6.052800E+04,6.179700E+04,3.338800E+04,1.636500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
17,2025/12/17,11:16:38,128,19,7,1.130000E+02,6,993,8.313000E+03,8.447000E+03,1.000000E+01,5.899200E+04,7.712000E+03,3.338800E+04,3.500000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
18,2025/12/17,11:16:41,135,20,7,1.100000E+02,6,927,6.911000E+03,6.510000E+03,1.000000E+01,5.986100E+04,7.746000E+03,3.338800E+04,3.424400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
19,2025/12/17,11:16:43,139,21,4,1.070000E+02,6,935,6.043000E+03,5.041000E+03,1.100000E+01,6.032800E+04,5.718900E+04,3.338800E+04,3.624600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
20,2025/12/17,11:16:46,146,22,4,1.120000E+02,4,743,5.509000E+03,4.774000E+03,1.100000E+01,6.336600E+04,6.480200E+04,3.338800E+04,8.021000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
21,2025/12/17,11:16:48,156,23,7,1.150000E+02,8,1000,1.252000E+04,1.131800E+04,1.100000E+01,5.281600E+04,5.381700E+04,3.338800E+04,3.951700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
22,2025/12/17,11:16:51,159,24,3,1.090000E+02,8,844,1.262000E+04,1.045000E+04,1.200000E+01,5.355000E+04,4.109600E+04,3.338800E+04,4.112300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
23,2025/12/17,11:16:53,170,25,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.511400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
24,2025/12/17,11:16:56,177,26,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.977000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
25,2025/12/17,11:16:58,184,27,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.967500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,11:17:01,191,28,7,1.140000E+02,6,925,7.946000E+03,8.447000E+03,1.000000E+01,6.049500E+04,2.236000E+03,3.338800E+04,6.144000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,11:17:03,196,29,5,1.150000E+02,6,847,7.078000E+03,7.912000E+03,1.100000E+01,6.066200E+04,4.860900E+04,3.338800E+04,9.289000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,11:17:06,206,30,8,9.900000E+01,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.745000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,11:17:08,212,31,6,1.140000E+02,1,1000,1.131800E+04,1.058300E+04,1.000000E+01,6.143000E+04,1.502400E+04,3.338800E+04,3.978500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,11:17:11,215,32,3,1.030000E+02,1,999,1.135100E+04,1.111800E+04,1.000000E+01,6.203100E+04,1.201000E+03,3.338800E+04,4.235500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:17:13,215,33,3,1.030000E+02,0,999,1.135100E+04,1.111800E+04,1.000000E+01,6.203100E+04,1.201000E+03,3.338800E+04,4.235500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:17:16,215,34,3,1.030000E+02,0,999,1.135100E+04,1.111800E+04,1.000000E+01,6.203100E+04,1.201000E+03,3.338800E+04,4.235500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:17:18,215,35,3,1.030000E+02,0,999,1.135100E+04,1.111800E+04,1.000000E+01,6.203100E+04,1.201000E+03,3.338800E+04,4.235500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
